iter,time,total_time,circuit_size,cross_entropy_D,cross_entropy_Df,train_discrimination,valid_discrimination,test_discrimination,train_mll,valid_mll,test_mll,struct?,stop?,P(D),P(Df),P(S),"P(D|Df,S)","P(D|Df,notS)","P(D|notDf,S)","P(D|notDf,notS)"
52,0.682098021,36.109907986,639,0.19854192154968237,0.2063866162349768,0.0003535673363723735,-0.01410970226915298,-0.0024281510269994477,-3.9178586,-3.9513977,-3.8980014,false,,0.8752998402774489,0.8649951976169252,0.22192026640696624,0.999098483715662,0.9982820161200064,0.37102045991534094,0.004931971232243893
53,0.684610621,36.794518607,639,0.19854202453509695,0.20640237194270905,0.0003437580214931124,-0.01412389754298049,-0.002439052401459807,-3.9178586,-3.9513981,-3.8980014,false,,0.8752988167964368,0.8649849754288255,0.22192026373939616,0.9990945021303127,0.9982713721786219,0.37115218506319936,0.005048897345065986
54,0.626794521,37.421313128,639,0.19854207690467515,0.20641722898920745,0.0003351653200887039,-0.014136508362158517,-0.0024486741992659766,-3.9178586,-3.9513988,-3.8980012,false,,0.8752979228185309,0.8649747123140913,0.2219202747087984,0.9990909110907383,0.9982612782395074,0.37127432680788397,0.005165876153830376
55,0.673566992,38.09488012,639,0.19854215977585898,0.20643145517255318,0.0003275029924685313,-0.014147858464140906,-0.002457290916542565,-3.9178576,-3.9513988,-3.8980007,false,,0.875297131125841,0.8649643704905842,0.22192026107453983,0.9990876746011356,0.998251712255009,0.3713879841724514,0.005282888923104108
56,0.686352444,38.781232564,639,0.1985422342116131,0.2064448189432208,0.00032092880255762957,-0.01415781203263955,-0.0024647321572459635,-3.9178576,-3.9513988,-3.8980007,false,,0.8752964414765805,0.8649539324266593,0.2219202670790364,0.9990847605281503,0.9982426520821304,0.3714943258073962,0.005399931982058305
57,0.69052415,39.471756714,639,0.19854230984540688,0.20645755613898695,0.0003153311797423619,-0.01416655728928784,-0.0024711285458255405,-3.9178576,-3.9513998,-3.8980007,false,,0.875295852439417,0.8649433896992131,0.22192026399231052,0.9990821387007892,0.998234076367356,0.37159433192215935,0.00551699107156453
58,0.689453464,40.161210178000005,639,0.1985423883828749,0.20646977195484462,0.00031030149792199424,-0.014174502792748345,-0.0024769081036455365,-3.9178576,-3.9513998,-3.8980002,false,,0.8752953259214851,0.8649326951639087,0.22192026219552738,0.9990797825993796,0.9982259654821749,0.37168879913175235,0.005634054802083219
59,0.629498646,40.790708824000006,639,0.19854246261920472,0.2064813575724837,0.00030605376644743387,-0.014181467737655051,-0.0024818610934778107,-3.9178574,-3.9513998,-3.8980002,false,,0.8752948828632107,0.8649218655753459,0.2219202647461812,0.9990776661328146,0.9982182982319764,0.3717785818647723,0.005751115311609684
60,0.728085888,41.51879471200001,639,0.19854251907205017,0.2064925446815148,0.00030234879186452623,-0.014187714662691975,-0.002486221661877397,-3.9178574,-3.9513998,-3.8980002,false,,0.8752944751722828,0.8649108544100361,0.22192027478956702,0.9990757658474502,0.9982110539844966,0.3718641292779592,0.005868163731063056
61,0.688554452,42.20734916400001,639,0.1985425815159135,0.20650321385878972,0.0002991714033776516,-0.014193295991122179,-0.0024900154628950677,-3.917857,-3.9514008,-3.8980002,false,,0.8752941546294948,0.8648997136890226,0.22192024728561796,0.9990740612200335,0.9982042149011129,0.3719462188993764,0.005985192954075419
62,0.69462057,42.901969734000005,639,0.1985426314596517,0.20651352973983916,0.00029637680009486633,-0.014198347798335731,-0.0024933896837537883,-3.917857,-3.9514008,-3.8980002,false,,0.8752938493662773,0.8648883657001964,0.22192027202487716,0.9990725339071523,0.9981977606458239,0.3720252725284443,0.006102193268525724
63,0.683988602,43.585958336000004,639,0.1985427165220697,0.2065234954604155,0.00029409942156843893,-0.014202780554722128,-0.002496220090616008,-3.917857,-3.9514008,-3.8980002,false,,0.875293595864414,0.8648768566475751,0.221920268234195,0.9990711656734238,0.9981916733282958,0.3721017634959933,0.00621916234950788
64,0.625660726,44.211619062000004,639,0.1985427547839982,0.20653319750849228,0.0002921599773293426,-0.014206787659240883,-0.002498684699750675,-3.917857,-3.9514012,-3.8980002,false,,0.875293362931355,0.8648651547588765,0.22192028237009084,0.9990699408533694,0.9981859350223424,0.37217606331572883,0.006336093738514504
65,0.698479039,44.910098101,639,0.1985427975390871,0.20654261841020938,0.0002902789901519931,-0.014210653334171597,-0.002501082865306814,-3.917857,-3.9514008,-3.898,false,,0.8752931851074797,0.8648533027228856,0.22192026690877645,0.9990688454691842,0.9981805290160792,0.3722485896949114,0.00645298184471907
66,0.686944881,45.597042982000005,639,0.1985428706811039,0.2065517101349435,0.0002890083700372026,-0.014213833745898241,-0.002502837657562984,-3.9178562,-3.9514008,-3.898,false,,0.8752930225277112,0.8648412656340505,0.22192025954138656,0.9990678661446818,0.9981754372440456,0.37231952021896086,0.006569820976106915
67,0.685660246,46.282703228,639,0.1985429139142362,0.20656046035776177,0.0002878698161914439,-0.014216831429823662,-0.0025044489224964606,-3.917857,-3.9514012,-3.898,false,,0.8752928866571402,0.8648290557416445,0.22192027342601123,0.9990669913642597,0.9981706458538021,0.3723892279140257,0.006686610707543437
68,0.683466061,46.966169289,639,0.1985429677481722,0.20656918001461355,0.0002868051836822927,-0.014219696398954818,-0.002505968741865594,-3.9178562,-3.9514008,-3.898,false,,0.8752927609158866,0.8648166665638012,0.22192027320237484,0.9990662101850413,0.9981661365168444,0.3724579109265375,0.006803346753123562
69,0.627856115,47.594025404,639,0.19854301559337476,0.2065776074846576,0.0002860085323784789,-0.014222250751956933,-0.0025072028618331466,-3.9178562,-3.9514008,-3.898,false,,0.8752926674447862,0.8648041265382951,0.2219202844819479,0.9990655129807644,0.9981618961837502,0.37252578859298924,0.006920019371479011
70,0.67408509,48.268110494,639,0.19854306434798819,0.20658591528370743,0.00028533217689041823,-0.014224645925968393,-0.0025083142246913326,-3.9178562,-3.9514012,-3.898,false,,0.8752925888962697,0.8647914274947257,0.22192026338201346,0.999064891194734,0.9981579096849056,0.3725929813903637,0.007036633264195782
71,0.690540471,48.958650965,639,0.1985431282408287,0.20659406030696426,0.0002847805683033888,-0.014226889635025608,-0.0025092803937242225,-3.9178562,-3.9514012,-3.8979995,false,,0.8752925287129513,0.864778577445794,0.2219202753739371,0.9990643369028707,0.9981541635291047,0.37265962721323104,0.00715318165707449
72,0.691687864,49.650338829,639,0.1985431727424679,0.20660199802438844,0.0002843666168637071,-0.014228970974619837,-0.002510121098381002,-3.9178562,-3.9514012,-3.898,false,,0.8752924744329558,0.8647655708532532,0.2219202599852839,0.9990638429227919,0.9981506451012923,0.3727258979837146,0.007269667271589913
