instance,nlat mean,nlat stdDev,fair mean,fair stdDev
"[True, False, False, True, True, False, True, True]",0.9295192974455216,0.0782190734894693,0.9710245903800515,0.037399328861760936
"[True, True, False, True, True, False, False, True]",0.9266303865348592,0.08164575053196507,0.9916944784276626,0.011534344980859748
"[False, True, True, True, True, False, False, True]",0.6325103158459944,0.16453167665673737,0.9347865213366116,0.04954641345362908
"[True, False, False, True, True, True, False, True]",0.949359225876191,0.044709201674432014,0.9944109881625456,0.006556960460870441
"[False, True, False, False, True, False, False, True]",0.9436676975558785,0.06408944685164847,0.9936363837298225,0.008572926410603803
"[False, True, False, True, True, False, False, True]",0.9251657198457157,0.08476646467502186,0.9923693590304431,0.009823860461844509
"[True, False, True, True, True, False, True, True]",0.6241424136302051,0.18599583951651513,0.7487117446520749,0.22849273099405648
"[True, False, False, True, False, True, False, True]",0.9669358484885272,0.03189830201330421,0.9969522812787224,0.0034989217648081256
"[True, True, False, True, True, True, False, True]",0.9433315904701457,0.05396130598232041,0.9940916703027838,0.006761196572193004
"[True, False, False, True, True, True, False, True]",0.949359225876191,0.044709201674432014,0.9944109881625456,0.006556960460870441
"[True, False, False, True, True, False, True, True]",0.9295192974455216,0.0782190734894693,0.9710245903800515,0.037399328861760936
"[True, False, True, True, True, False, False, False]",0.6567638630376142,0.16552448554473145,0.005073475531603651,0.004271262648182128
"[True, False, False, True, True, True, True, True]",0.9459140423466178,0.04955461853017768,0.9795039559111876,0.024528312922432655
"[True, True, False, False, False, True, True, True]",0.9692495833424961,0.030196080983347764,0.9893511323367848,0.01385667386742693
"[True, False, False, True, True, False, False, True]",0.933848442400203,0.07253310489617114,0.9917236741851357,0.012209252747711341
"[True, False, False, True, True, False, False, True]",0.933848442400203,0.07253310489617114,0.9917236741851357,0.012209252747711341
"[False, True, True, True, True, False, False, False]",0.6325103158459944,0.16453167665673737,0.004213873413391359,0.0032484344229109932
"[True, True, True, True, True, False, False, False]",0.6341301798820496,0.16915614879318489,0.004409573249765344,0.0035990839194200794
"[False, True, False, False, True, True, False, True]",0.9530061606098624,0.0442015124965036,0.9947228607009438,0.005692679589040334
"[True, False, False, False, True, True, False, True]",0.9557698421618518,0.03571207229899188,0.9950047643745646,0.005238203062874867
"[True, False, True, True, True, True, False, False]",0.6658128280850018,0.19852540208411004,0.007300493047189138,0.007140325193338875
"[False, True, False, True, True, True, False, True]",0.9365124053814832,0.06450137595687455,0.9935843909488005,0.007307472778923353
"[True, True, False, True, False, True, False, True]",0.9669108531054329,0.035262430935001615,0.997113369843539,0.003325521029191512
"[True, False, False, True, True, False, True, True]",0.9295192974455216,0.0782190734894693,0.9710245903800515,0.037399328861760936
"[True, False, False, False, True, False, False, True]",0.9430585205554962,0.06120500972977127,0.992516906822429,0.01124740724499483
"[False, True, True, True, True, False, False, False]",0.6325103158459944,0.16453167665673737,0.004213873413391359,0.0032484344229109932
"[True, False, False, False, True, False, False, True]",0.9430585205554962,0.06120500972977127,0.992516906822429,0.01124740724499483
"[False, True, True, True, True, True, False, True]",0.6407758076401318,0.1888583541692989,0.9324058031334597,0.05631416238760916
"[False, True, False, True, True, False, False, True]",0.9251657198457157,0.08476646467502186,0.9923693590304431,0.009823860461844509
"[True, True, False, False, True, False, False, True]",0.9396526462891522,0.06640326786929975,0.9926841486902798,0.010447025497961488
"[False, True, False, False, True, False, True, True]",0.9367147175704732,0.06794165977381346,0.9748844171271605,0.032024660189757664
"[True, False, False, False, True, True, False, True]",0.9557698421618518,0.03571207229899188,0.9950047643745646,0.005238203062874867
"[True, False, False, False, True, True, False, True]",0.9557698421618518,0.03571207229899188,0.9950047643745646,0.005238203062874867
"[False, True, True, True, False, False, False, True]",0.6591638668495066,0.1928793667108968,0.9450642887283774,0.04312227403972644
"[False, True, False, True, True, True, True, True]",0.9404008896911845,0.05758537243807061,0.9784832859740538,0.025439486856213157
"[True, False, False, True, True, False, False, True]",0.933848442400203,0.07253310489617114,0.9917236741851357,0.012209252747711341
"[True, True, False, True, True, True, False, True]",0.9433315904701457,0.05396130598232041,0.9940916703027838,0.006761196572193004
"[False, False, True, True, True, False, False, True]",0.6475479970960056,0.16769444644169157,0.9367261704276589,0.052095884614085014
"[False, True, False, True, False, True, False, True]",0.9620028471245485,0.04432668166289257,0.9967267145128811,0.004047026590856298
"[False, True, True, True, True, False, False, True]",0.6325103158459944,0.16453167665673737,0.9347865213366116,0.04954641345362908
"[True, True, False, True, True, False, False, True]",0.9266303865348592,0.08164575053196507,0.9916944784276626,0.011534344980859748
"[True, False, False, True, False, True, True, True]",0.9647312900599312,0.03579273432520498,0.9873277562506059,0.017510648067775088
"[False, True, False, False, False, True, True, True]",0.9689831418149611,0.0326340778886935,0.988695782773635,0.01592463330589752
"[True, False, False, True, True, False, False, True]",0.933848442400203,0.07253310489617114,0.9917236741851357,0.012209252747711341
"[False, True, False, True, True, False, True, True]",0.932157600627226,0.07628696582786763,0.9750881738522473,0.03221537032586033
"[False, True, False, True, True, False, True, True]",0.932157600627226,0.07628696582786763,0.9750881738522473,0.03221537032586033
