instance,nlat mean,nlat stdDev,prior
"[True, False, False, False, True, True, True, False, False, False, False, False, True, False, True, False, True, True, True, True, True, True]",0.8141158426025598,0.11948986963120527,0.9026596546173096
"[False, False, True, False, True, True, False, False, False, False, False, True, False, True, True, False, False, False, True, True, False, False]",0.4475982842748318,0.09954767477872672,0.4442990720272064
"[True, False, False, False, True, True, True, False, True, True, True, False, True, False, True, False, True, False, False, True, True, True]",0.6884875867361284,0.1668924813623145,0.7634422183036804
"[False, False, False, True, False, False, False, True, False, True, False, False, True, True, False, True, False, False, True, False, True, True]",0.6043316960629169,0.15168831011606262,0.6110091209411621
"[False, True, True, True, False, True, False, True, False, False, True, True, True, True, True, False, True, False, True, False, False, True]",0.8890194777250642,0.05832435198314494,0.941956341266632
"[False, False, False, True, True, False, True, False, True, False, True, False, False, True, False, False, False, False, False, False, False, False]",0.16941090821538796,0.07843037604009084,0.061106476932764
"[True, False, False, False, True, True, True, True, True, False, False, False, False, True, False, True, True, False, True, False, False, False]",0.3256449975066564,0.1919222351063621,0.2586210072040558
"[False, True, True, False, True, True, True, False, False, False, False, True, True, False, True, True, True, True, True, True, False, True]",0.6928093435137684,0.11930556016497194,0.7074890732765198
"[True, False, False, True, True, True, True, True, False, True, False, False, True, True, False, False, False, False, False, False, True, False]",0.2882038090785946,0.14607772784298464,0.1573365032672882
"[True, True, False, True, False, True, True, True, True, False, True, False, True, True, True, False, False, False, True, False, False, False]",0.11876466038967044,0.11163248940051634,0.0254373922944068
