iter,time,total_time,circuit_size,cross_entropy_D,cross_entropy_Df,train_discrimination,valid_discrimination,test_discrimination,train_mll,valid_mll,test_mll,struct?,stop?,P(D),P(Df),P(S),"P(D|Df,S)","P(D|Df,notS)","P(D|notDf,S)","P(D|notDf,notS)"
0,1.2047e-5,1.2047e-5,744,0.19976356553050398,0.19976356553050398,-0.023453743049819287,-0.027784426970483556,-0.03589287620721637,-3.9205327,-3.9563935,-3.9025154,false,,0.8752812397300098,0.8752812397300098,0.6782491088808555,1.0,1.0,0.0,0.0
1,1.979504061,1.979516108,744,0.19976220915194595,0.19976355920436945,-0.023453769151721704,-0.027784456211049857,-0.035892899905835884,-3.9205313,-3.9563887,-3.9025126,false,,0.8752848139434377,0.8752812458812429,0.6782491062035968,0.999978305202517,0.9999568146484068,0.00013213531817624741,0.00043440483959941733
2,0.734468039,2.713984147,744,0.19975769684773242,0.19976465968524995,-0.02345354254055443,-0.027784177757730788,-0.03589739973136552,-3.9205256,-3.956381,-3.9025078,false,,0.8752904130251402,0.8752749529655318,0.6782491114014402,0.999953793969074,0.9999278025391002,0.0002470213159302257,0.0010547137267066331
3,0.765000663,3.47898481,744,0.19975041891506398,0.19976779929469202,-0.023437019326851605,-0.02776725006494596,-0.035886515370166294,-3.9205158,-3.9563665,-3.9024982,false,,0.8752989561409161,0.8752614626005308,0.6782491163124589,0.9999261488964012,0.9999082505234133,0.00034694646976251404,0.0019389699774012403
4,0.803400608,4.2823854180000005,744,0.19973962227134076,0.19977335563495024,-0.023402802554058022,-0.027732104996404106,-0.03585960747705341,-3.9204996,-3.9563441,-3.902482,false,,0.8753115642080949,0.8752384161685534,0.6782491127966966,0.9998950383088856,0.9998950162048428,0.0004339253946851508,0.0031961976751928127
5,0.803054554,5.0854399720000005,744,0.19972412397937073,0.19978191440980658,-0.02334782712265826,-0.027675426143285553,-0.03581456082365386,-3.9204767,-3.9563112,-3.9024584,false,,0.8753298434713633,0.8752019874378958,0.6782491158120724,0.9998601239395197,0.9998859910787378,0.0005097367740962208,0.004976992113370946
6,0.795504591,5.880944563000001,744,0.19970240529437924,0.19979453975677552,-0.02326622524684241,-0.02759103006803909,-0.03574672446612914,-3.9204443,-3.9562647,-3.9024262,false,,0.8753558268620434,0.8751463927119185,0.678249113815717,0.9998210734505074,0.9998797492742739,0.0005759607226752126,0.007485999558649681
7,0.702538807,6.583483370000001,744,0.19967242865074414,0.19981270474301382,-0.0231498776276724,-0.027470360497906188,-0.035649629029293695,-3.9203992,-3.956199,-3.9023798,false,,0.875392210677489,0.875063624988099,0.6782491103663683,0.999777579754121,0.9998753157362311,0.0006340170467100799,0.010994828920380464
8,0.763122462,7.346605832000001,744,0.19963176452316478,0.19983862908504607,-0.02298715265778528,-0.02730125946379247,-0.03551381851991009,-3.9203372,-3.9561079,-3.9023166,false,,0.8754421167184006,0.8749427863822714,0.6782491090646211,0.9997293894919544,0.9998720105115386,0.0006852037200617698,0.01585173022492022
9,0.771374587,8.117980419,744,0.19957765586474305,0.19987537497448843,-0.022762914618099317,-0.027067869387872645,-0.035326910942541034,-3.9202547,-3.955985,-3.902231,false,,0.8755089801259162,0.8747698978435283,0.6782491189690782,0.9996763423122486,0.9998693435439967,0.0007307350286806081,0.02248088501067521
