iter,time,total_time,circuit_size,cross_entropy_D,cross_entropy_Df,train_discrimination,valid_discrimination,test_discrimination,train_mll,valid_mll,test_mll,struct?,stop?,P(D),P(Df),P(S),"P(D|Df,S)","P(D|Df,notS)","P(D|notDf,S)","P(D|notDf,notS)"
0,0.063206354,0.063206354,181,0.20141195219581243,0.20141195219581243,-0.0246387793034909,-0.02889570190121249,-0.03770031319501321,-3.9321861974056005,-3.964073261796808,-3.9141835326930274,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
1,4.779135473,4.842341827,183,0.20141195219581243,0.20141195219581243,-0.0246387793034909,-0.02889570190121249,-0.03770031319501321,-3.9321861974056005,-3.964073261796808,-3.9141835326930274,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
2,0.105565235,4.9479070620000005,185,0.20141194926798597,0.20141194926798597,-0.02463879033398264,-0.028895714183863608,-0.037700325069445983,-3.9321861974056005,-3.964073261796808,-3.9141835326930274,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
3,0.531262178,5.479169240000001,187,0.20141189365580145,0.20141189365580145,-0.024639089186992758,-0.0288960209023299,-0.03770053729810541,-3.9321861974089427,-3.964073437520927,-3.914183379956334,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
4,0.290177444,5.769346684000001,188,0.20141442223380338,0.20141442223380338,-0.02462182173539773,-0.028880073251317473,-0.03768145297456904,-3.9320663753893346,-3.9641684264498642,-3.914030198056809,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
5,0.236466593,6.0058132770000014,189,0.2009806608724328,0.2009806608724328,-0.023400371702814504,-0.027397499365353628,-0.03634897673571236,-3.93040581014353,-3.9620207393139926,-3.911852146875644,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
6,0.022178047,6.027991324000001,191,0.20098065964409417,0.20098065964409417,-0.02340038608577588,-0.027397514092610042,-0.03634899030904726,-3.93040581014353,-3.9620207393139926,-3.911852146875644,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
7,0.011407761,6.039399085000001,193,0.20098065964409417,0.20098065964409417,-0.02340038608577588,-0.027397514092610042,-0.03634899030904726,-3.93040581014353,-3.9620207393139926,-3.911852146875644,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
8,0.011698713,6.051097798000002,195,0.20098069415287023,0.20098069415287023,-0.023400086024188194,-0.027397224794440844,-0.036348782899905285,-3.9304058101144315,-3.9620206337329873,-3.9118523143932573,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
9,0.092880587,6.143978385000001,198,0.20097975848522176,0.20097975848522176,-0.023421015432397607,-0.02741984900041139,-0.03637112099682849,-3.929883445118928,-3.961708988865545,-3.9111432109025004,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
10,0.011040696,6.155019081000002,198,0.20097975848522176,0.20097975848522176,-0.023421015432397607,-0.02741984900041139,-0.03637112099682849,-3.929883445118928,-3.961708988865545,-3.9111432109025004,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
11,0.011969454,6.1669885350000015,200,0.20097975848522176,0.20097975848522176,-0.023421015432397607,-0.02741984900041139,-0.03637112099682849,-3.929883445118928,-3.961708988865545,-3.9111432109025004,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
12,0.031813665,6.198802200000001,202,0.20097980466775267,0.20097980466775267,-0.023420681017416567,-0.02741971450569003,-0.03637085102624227,-3.929883444985569,-3.9617091605459227,-3.911143287166068,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
13,0.009507027,6.208309227000001,202,0.20097980466775267,0.20097980466775267,-0.023420681017416567,-0.02741971450569003,-0.03637085102624227,-3.929883444985569,-3.9617091605459227,-3.911143287166068,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
14,0.010174624,6.218483851000001,203,0.20085646788198544,0.20085646788198544,-0.02314928989485532,-0.027500120853494625,-0.0357725637979317,-3.9293865396045753,-3.9620780545041123,-3.910402818983429,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
15,0.009628546,6.228112397000001,204,0.2008577536182378,0.2008577536182378,-0.023142684885784526,-0.02749267373133346,-0.03576792597974898,-3.92938605733024,-3.962058297920331,-3.9103766766476094,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
16,0.010552602,6.238664999000001,207,0.2008591357700827,0.2008591357700827,-0.023144418175924497,-0.02749453333066343,-0.03576967692207422,-3.9293652129434116,-3.9620475731743365,-3.9104535792920054,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
17,0.021015833,6.259680832000001,208,0.20086820308403877,0.20086820308403877,-0.02313663038108893,-0.027474146524854026,-0.03576419379548401,-3.9293524846335677,-3.9620078157623113,-3.910445273853493,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
18,0.12074655,6.380427382000001,213,0.20069851696442922,0.20069851696442922,-0.02239532093901886,-0.02704955166518097,-0.03485930721312347,-3.9277373845817145,-3.959264812435428,-3.9084762617888726,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
19,0.011181577,6.391608959000001,215,0.20069853860211956,0.20069853860211956,-0.022395363108155264,-0.02704963470226196,-0.03485929634014895,-3.9277373836694003,-3.959264832229797,-3.9084758506528354,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
20,0.083018485,6.474627444000001,216,0.20070313434640846,0.20070313434640846,-0.02239769763118471,-0.027059336466221495,-0.03485824420103378,-3.9277316578652277,-3.959261421127348,-3.9084650958451252,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
21,0.012041764,6.486669208000001,218,0.2007037638255889,0.2007037638255889,-0.02239290517247472,-0.027054280664705277,-0.0348527348040496,-3.927731660522868,-3.959260083613649,-3.908464744031322,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
22,0.011316042,6.497985250000001,220,0.20070309686391152,0.20070309686391152,-0.02239779802532138,-0.02705945796111764,-0.0348583015255729,-3.927731658089834,-3.959261500881845,-3.9084650100997997,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
23,0.029823926,6.527809176000001,223,0.20056256639138048,0.20056256639138048,-0.022749600562081973,-0.02747963206623716,-0.03543763025483326,-3.9275184950545943,-3.958939879089111,-3.9081500774652795,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
24,0.010891511,6.538700687,225,0.20056297678911297,0.20056297678911297,-0.02274629319508703,-0.027475443729826576,-0.035434585341941216,-3.927518492410015,-3.958941644815983,-3.9081504948952763,true,,0.8752812397300098,0.0,0.6782491088808555,0.0,0.0,0.0,0.0
